 original_k_path:
    0.969622    0.000000    0.000000
    0.949422    0.000000    0.000000
    0.929221    0.000000    0.000000
    0.909021    0.000000    0.000000
    0.888820    0.000000    0.000000
    0.868620    0.000000    0.000000
    0.848419    0.000000    0.000000
    0.828219    0.000000    0.000000
    0.808018    0.000000    0.000000
    0.787818    0.000000    0.000000
    0.767618    0.000000    0.000000
    0.747417    0.000000    0.000000
    0.727217    0.000000    0.000000
    0.707016    0.000000    0.000000
    0.686816    0.000000    0.000000
    0.666615    0.000000    0.000000
    0.646415    0.000000    0.000000
    0.626214    0.000000    0.000000
    0.606014    0.000000    0.000000
    0.585813    0.000000    0.000000
    0.565613    0.000000    0.000000
    0.545412    0.000000    0.000000
    0.525212    0.000000    0.000000
    0.505012    0.000000    0.000000
    0.484811    0.000000    0.000000
    0.464611    0.000000    0.000000
    0.444410    0.000000    0.000000
    0.424210    0.000000    0.000000
    0.404009    0.000000    0.000000
    0.383809    0.000000    0.000000
    0.363608    0.000000    0.000000
    0.343408    0.000000    0.000000
    0.323207    0.000000    0.000000
    0.303007    0.000000    0.000000
    0.282806    0.000000    0.000000
    0.262606    0.000000    0.000000
    0.242406    0.000000    0.000000
    0.222205    0.000000    0.000000
    0.202005    0.000000    0.000000
    0.181804    0.000000    0.000000
    0.161604    0.000000    0.000000
    0.141403    0.000000    0.000000
    0.121203    0.000000    0.000000
    0.101002    0.000000    0.000000
    0.080802    0.000000    0.000000
    0.060601    0.000000    0.000000
    0.040401    0.000000    0.000000
    0.020200    0.000000    0.000000
    0.000000    0.000000    0.000000

